,Find,Gender,Age,Name,MissingDay,Location,Description,IMG
265,앵무새 , 암컷 , 1살미만 , 이름(애봉),2018-07-22,울산광역시 북구 연암동 상방마을 빌라(미소마트 부근 빌라),"볼에 빨간(볼터치같은) 동그라미가 양쪽에 있습니다. 부리는 연분홍과 연 회색이 섞여있고, 꼬리가 길며, 등과 날개쪽은 회색과 라임색이 섞여있습니다. 발가락중 1개 발가락은 발톱이 없습니다. 이름은 애봉 이고 이름을 부르면 소리를 내어 대답하듯 합니다.",http://www.angel.or.kr/report/other/upImg/1532315200_1992377707.jpg
266,앵무새 , 성별모름 , 1살미만 , 이름(블루),2018-07-17,부산광역시 수영구 광일로 49번길 비치그린 단지내,입질이 없고 온순한 아이입니다 손이나 어깨 위에 잘 올라가며 윙컷이 되어있지않아 가게나 가정집으로 날아들었을 가능성이 높습니다 만일 집에 들어왔다면 절대로 내쫓지 마시고 연락주세요(앵무새는 밖에서 살지 못합니다),http://www.angel.or.kr/report/other/upImg/1531966274_1032639674.jpg
267,앵무새 , 수컷 , 나이모름 , 이름(새야),2018-07-18,서울특별시 강남구 강남구 자곡동 LH강남아이파크 703동 주변,부리가 기형이고 모란앵무새 입니다.,http://www.angel.or.kr/report/other/upImg/1531851409_1458589124.jpg
268,앵무새 , 암컷 , 1살미만 , 이름(진주),2018-06-30,서울특별시 광진구 뚝섬유원지 인근에서 갈매이게 쫓겨 실종,사이테스2급 멸종위기종 홍금강앵무새입니다. 개인이 서류없이 기를 수 없는 종류입니다. 발목에 전화번호가 적힌 링이있습니다 훈련이 된 아이이나 물 수 있으니 목격시 연락부탁드립니다,http://www.angel.or.kr/report/other/upImg/1531835073_584286758.jpg
269,앵무새 , 수컷 , 2살 , 이름(토르),2018-07-11,전라북도 전주시 덕진구 전주시 덕진구 덕진동 2가 하가지구,회색에 노란색 털이 있는 작은 새 입니다. 윙컷한게 자라서 잘 날 수 있습니다 목 뒤에 반점이 있습니다. 사람을 아주 잘 따릅니다,http://www.angel.or.kr/report/other/upImg/1531746809_1789985538.jpg
270,페럿 , 수컷 , 3살 , 이름(코코),2018-07-04,서울특별시 강남구 역삼동 632-6 집 부근,"매우 활발하며 호기심이 많습니다. 사람을 잘 따르고 이름을 부르면 고개를 돌리며 반응합니다. (코코) 계단을 직접 오를 줄 알며, 단순히 열어서 여는 문도 힘으로 밀어서 열 줄 압니다. 먹성이 좋습니다. 페럿 (족제비과) 동물입니다. 새하얀 몸이고 중성화 수술이 되어있는 친구입니다. 꼭 좀 연락부탁드립니다.",http://www.angel.or.kr/report/other/upImg/1530685731_521690890.jpg
271,앵무새 , 수컷 , 나이모름 , 이름(희망이),2018-07-01,전라북도 전주시 덕진구 진북동 원불교 부근,초록색 사랑앵무(잉꼬) 크기는 성인 손바닥만하구요 날개 안잘랐어요...ㅠㅠㅠ,http://www.angel.or.kr/report/other/upImg/1530419741_920580451.jpg
272,거북 , 암컷 , 1살 , 이름(피치),2018-06-16,전라남도 순천시 저전동 동양새면 부근,거북이고 크기는5.6cm종류는 반수생 페닌슐라쿠터 거북이다,
273,앵무새 , 성별모름 , 나이모름 , 이름(앵무),2018-06-12,"경기도 부천시 소사구 소사본동 한신아파트, 한신시장 부근","왕관앵무새이고 이름은 앵무입니다 윙컷 한 흔적은 있지만 잘 날아다닙니다 전체적으로 회색인데 흰색과 노랑색이 섞여있어요 낯가리지않고 사람 잘 따라요 혹시, 밖에서 아이를 보신다면 간식(국수,과자,밥 등)으로 유인하시면 바로 날아올거예요.. 머리에 앉는걸 좋아하니 놀라지 마시구 데려가셔서 보호해주시길 간전히 부탁드립니다.. 꼭 연락부탁드립니다ㅠㅠ",http://www.angel.or.kr/report/other/upImg/1528941903_1670066756.jpg
274,앵무새 , 성별모름 , 2살 , 이름(삐삐),2018-06-03,서울특별시 은평구 대조동 부근 (상암동에서 목격),오렌지와 노란색의 화려한깃털 울음소리가 굉장히큼,http://www.angel.or.kr/report/other/upImg/1528458101_827218052.jpg
275,앵무새 , 수컷 , 2살 , 이름(고도리),2018-06-07,경기도 고양시 덕양구 행신동 가라산공원,털갈이중이였습니다..,http://www.angel.or.kr/report/other/upImg/1529230162_1095959520.jpg
276,앵무새 , 수컷 , 1살 , 이름(김사랑),2018-06-03,서울특별시 은평구 집앞에서 은평구 역말로 9길 17-42 부성맨션,일년된 왕관앵무새로 오늘 목욕시켜서 깨끗하고 오른쪽 콧구멍위에 작은 사마귀있음.사람을 무척 좋아하고 겁이 많음 ㅠㅠ,http://www.angel.or.kr/report/other/upImg/1528076396_346543564.jpg
277,앵무새 , 성별모름 , 1살 , 이름(그린칙코뉴어앵무새),2018-05-30,경기도 수원시 영통구 광교롯대아울렛근처,애완조 입니다,http://www.angel.or.kr/report/other/upImg/1527924755_2040187257.jpg
278,앵무새 , 수컷 , 1살미만 , 이름(팥쥐),2018-05-26,전라북도 전주시 덕진구 팔복동 남양아파트 천변도로쪽 나무로 날아감,수컷이라 꼬리무늬 있음 말 못함 이름 못 알아들음 해바라기씨 좋아함 왕관앵무 소리 들으면 대답함 윙컷x,http://www.angel.or.kr/report/other/upImg/1527336652_1696457235.jpg
279,앵무새 , 수컷 , 1살 , 이름(보푸리와잔디),2018-05-09,서울특별시 금천구 서울 금천구 시흥동 남서울힐스테이트 106동 근처,모란앵무 잔디 - 노랑색이고요 보푸리- 풀색/사람 잘 따름/ 가슴털 조금 빠졌습니다. 새장문을 열고 날아갔네요. ㅠㅠ 새는 날아야 그 생명의 가치가 있다고 옆집할머니가 위로해 주시네요.,http://www.angel.or.kr/report/other/upImg/1525927118_1655639546.jpg
280,앵무새 , 성별모름 , 1살 , 이름(라임),2018-05-08,경기도 안양시 동안구 호계동 무궁화진흥 502 503동 가는 사이길..,초록색 앵무새 보신분은 꼭 좀 연락주세요 종류는 그린퀘이커 앵무이고 털색은 진초록입니다. 꼬리깃은 진파랑이 섞여있고 윙컷 안되있어서 하늘을 잘날아요 아직 아가라 가시깃이 있고 털갈이 중입니다. 사람을 잘 따르지만 낯가림이 있고 잘물어요 말도 할줄 알고요. 가족같은 아이입니다ㅠ 보신 분이나 데리고 있는 분은 꼭 연락주세요. 사례금 드리겠습니다.,http://www.angel.or.kr/report/other/upImg/1525802944_1164807968.jpg
281,앵무새 , 수컷 , 4살 , 이름(앙무새보리),2018-05-01,서울특별시 강동구 강일동 강일초등학교,블루퀘이커 발목에 링이 있으며 목 밑 털이 조금 빠져있으며 배쪽은 연회색 기타 부위 털은 청색,http://www.angel.or.kr/report/other/upImg/1525621121_1011096819.jpg
282,앵무새 , 수컷 , 1살미만 , 이름(청강),2018-04-29,경기도 화성시 정문리,청금강 앵무,http://www.angel.or.kr/report/other/upImg/1525062322_1763996390.jpg
283,앵무새 , 수컷 , 1살미만 , 이름(쑥이),2018-04-22,경기도 안산시 상록구 본오동 본오교회 부근,18년4월22일 저녁8시경 안산시 상록구 본오1동 719번지쪽에서 키우던 앵무새가 날아가버렸습니다...계속 찾으로 이리저리 다녀보고 전단지까지 동네방네 다 붙여두었지만 아직까지 깜깜 무소식입니다 ㅠㅠ 혹시 근방 거주하시는분들중에 사진과 흡사한 앵무새를 보셨거나 또는 보호하고 계신분들 연락 꼭 주세요 소음이 매우 심해서 50미터 밖에서까지 울음소리가 들려요 엄마 찾는 소음소리가 매우 큽니다 꼭 도와주세요,http://www.angel.or.kr/report/other/upImg/1524419497_1489485688.jpg
284,페럿 , 수컷 , 1살 , 이름(다야),2018-04-05,"서울특별시 동작구 동작구 사당동, 서초구 방배동 이수역7번출구 주택가",1. 코에 점처럼 점이있음 2. 귀 뒤 머리 뒤로 정리하면 다이아 마크처럼 흰 털들이있음 3. 목에 까만 털때문에 점처럼보임 4. 앞다리 발톱부근만 흰색 5. 귀 안에 염증이 재발하여 귀가 안이 더러움(치료필요),http://www.angel.or.kr/report/other/upImg/1524092950_681441299.jpg
285,앵무새 , 성별모름 , 1살미만 , 이름(망고),2018-04-05,경기도 광명시 광명시 신촌휴먼시아~시흥동 안양천주변으로 날아감,모란앵무 -고사쿠라 몸길이는 15cm정도 전체적인 색은 초록 ㆍ연두 머리부분은 붉은주황 망고라고 부르면 알아듣고 삐삐 소리내기도함 사람을 잘 따르고 어깨ㆍ머리등에 잘 올라감,http://www.angel.or.kr/report/other/upImg/1522940035_804954299.jpg
286,앵무새 , 성별모름 , 나이모름 , 이름(사랑앵무),2018-03-30,서울특별시 동작구 사당동 까치놀이터 부근,털의색이 파란색과 하얀색이 섞여있음,http://www.angel.or.kr/report/other/upImg/1522494615_1807148176.jpg
287,앵무새 , 성별모름 , 1살 , 이름(찍찍이),2018-03-29,서울특별시 용산구 이태원2동 필리핀대사관 부근,"초록, 청록 날개와 웜그레이 컬러의 몸통을 갖고있습니다. 찍찍아 라는 말을 할 수 있습니다.",http://www.angel.or.kr/report/other/upImg/1522316448_638829777.jpg
288,앵무새 , 성별모름 , 나이모름 , 이름(앵두왕관앵무새),2018-03-24,경상남도 창원시 의창구 사림동 공룡놀이터 부근,왕관앵무생(회색). 다른 왕관앵무새에 비해 왕관이나 꼬리깃털이 조금 짧음. 잘 놀람.,http://www.angel.or.kr/report/other/upImg/1522071366_667319905.jpg
289,앵무새 , 암컷 , 2살 , 이름(사랑이),2018-03-19,경기도 구리시 주공6단지 601동11층,연한 민트색과 노랑흰색과 석여있음 (코뉴어),http://www.angel.or.kr/report/other/upImg/1521505412_501810703.jpg
290,앵무새 , 성별모름 , 5살 , 이름(깐난이),2018-02-11,서울특별시 관악구 관악산 샘말공원(신동아/현대/금호아파트) 근처,"참크래커를 좋아합니다. 깐난아라고 말을 하고 깐난아 부르면 날아옵니다. 2월 13일 금호아파트 주차장, 2월 14일 현대아파트 뒷산, 2월 23일 삼성초 뒷산, 삼성초 근처 놀이터에서 발견했습니다.",http://www.angel.or.kr/report/other/upImg/1520238005_656544508.jpg
291,앵무새 , 성별모름 , 1살미만 , 이름(모리),2018-02-26,경기도 안양시 동안구 비산3동 종합운동장 정문 근처,녹색에 눈이 하얀 앵무새 그린칙 코뉴어 입니다 사람 잘 따르지만 물기도합니다 가족같은아이입니다 사이테스 종이라 양도서류가없으면 분양이 힘듭니다.. 사례금 꼭 드릴게요 발견하신분은 ***-****-**** ***-****-**** 연락부탁드려요..,http://www.angel.or.kr/report/other/upImg/1519636585_1333125126.jpg
292,앵무새 , 암컷 , 1살 , 이름(주비),2018-02-17,서울특별시 강북구 삼양동 벽산라이브파크아파트 근처,파인애플코뉴어이고 사람손을 무서워하나 필요할땐 올라옵니다 배부분 빨갛고 사진에 보시는거와같이 생겻습니다,http://www.angel.or.kr/report/other/upImg/1518962548_1249558834.jpg
293,앵무새 , 수컷 , 1살미만 , 이름(초롱이),2018-02-14,"경기도 용인시 처인구 남사면 방아리( 송전쪽, 골프장으로 날라감)",한스마카우(초록색) 왼쪽 발에 훈련용 발목링 착용. 사람을 잘 따릅니다. 첨부 사진은 아기 때 사진입니다.,http://www.angel.or.kr/report/other/upImg/1518659716_957775253.jpg
294,앵무새 , 수컷 , 1살미만 , 이름(연두),2017-12-27,경기도 김포시 북변동 김포성당 근처,얼굴부분이 빨간색이고 그 아래는 다 초록색이에요. 처음보는 사람이나 사물 또는 놀랐을때 안녕이라고 말을 합니다. 입질이 조금 심하지만 아무한테나 잘 달라붙어서 금방 예쁜짓도 합니다.수컷이고 윙컷을 한지 오래되서 훨훨 잘 날거에요.1살미만아기입니다..,http://www.angel.or.kr/report/other/upImg/1514442104_2120370807.jpg
295,앵무새 , 수컷 , 4살 , 이름(초롱이),2017-12-23,대전광역시 동구 가오동에서 패션아일랜드쪽으로 날아감,얼굴은 주황색 몸통은 초록색이며 부리밑에 털이 빠져있음,http://www.angel.or.kr/report/other/upImg/1514215734_1619492566.jpg
296,앵무새 , 성별모름 , 1살미만 , 이름(프림),2017-12-02,경기도 남양주시 진주아파트에서 대명아파트로 날아감.,"왕관앵무 2%부족한 토토로 노래를 부르며, 사람 머리에 앉는걸 좋아합니다. 손을 피합니다. 프림이라는 이름에 어느정도 반응 있습니다. 매우 잘납니다.",http://www.angel.or.kr/report/other/upImg/1512212293_1598842840.jpg
297,앵무새 , 성별모름 , 3살 , 이름(그린이사벨퀘이커앵무),2017-11-30,서울특별시 구로구 개봉2동 크로바마트 근방,이름은 연두고 겁이 많습니다. 이사하다가 잃어버렸는데 찾으셨거나 목격하신분 연락해주시면 사례하겠습니다.,http://www.angel.or.kr/report/other/upImg/1512099016_573619388.jpg
298,앵무새 , 수컷 , 2살 , 이름(상추),2017-11-19,인천광역시 남동구 만수6동 담방마을아파트 장수천부근,파인애플코뉴어로 상추부르면 대답하고 먹을것을 좋아합니다 사람을 잘 무늠편이며 겁이 많습니다 빼줘 비슷한 소리를 할줄 압니다 주인이 노래를 부르면 잘 따라부릅니다 양말 뭉치를 던져주면 잘 가지고 놉니다 뽁뽁이를 무지 좋아합니다,http://www.angel.or.kr/report/other/upImg/1511447316_946618400.jpg
299,토끼 , 암컷 , 6살 , 이름(토슝이),2017-11-17,서울특별시 도봉구 창동주공아파트 CU 편의점 근처,대부분 연갈색의 털을 가지고 있습니다. 오른쪽 배 옆에 기다란 검은 얼룩이 있습니다. 나이가 있어서 목에 가죽이 늘어져 있습니다.,http://www.angel.or.kr/report/other/upImg/1511245222_576700800.jpg
300,토끼 , 수컷 , 나이모름 , 이름(토새),2017-11-08,서울특별시 양천구 목5동3단지아파트304동,눈주위가 검고 귀가 검은색임 나머지 하얗고 성체임,http://www.angel.or.kr/report/other/upImg/1510149717_968093836.jpg
301,앵무새 , 성별모름 , 1살 , 이름(화랑),2017-10-15,서울특별시 강남구 삼성1동 아이파크 부근,왕관앵무 시나몬 펄 종입니다. 왼눈 근처에 회색 털이 있습니다. 겁이 많고 윙컷이 안 되어있습니다. 비행속도가 빠르며 고공비행도 잘 합니다. 이름을 부르면 소리로 대답은 합니다.,http://www.angel.or.kr/report/other/upImg/1508072912_273726285.jpg
302,다람쥐 , 수컷 , 1살미만 , 이름(땅콩이),2017-10-04,서울특별시 송파구 송파구 잠실본동,호기심이 많고 손에 닿는곳에 올라가는 것을 좋아함 입이 짧고 과일을 좋아함,http://www.angel.or.kr/report/other/upImg/1507198683_1570245536.jpg
303,앵무새 , 암컷 , 2살 , 이름(다비),2017-09-28,서울특별시 강동구 천호동 천호중학교 부근,"퀘이커 앵무 노란색 부리, 파란색 깃털, 가슴은 흰회색 엉성하게 윙컷을 해놓은 상태입니다. 일부 날개깃을 자른상태 안녕과 다비야 라고 말을 할줄압니다. 추위를 많이 타는 종이라 걱정입니다.",http://www.angel.or.kr/report/other/upImg/1506618202_678491495.jpg
304,앵무새 , 수컷 , 3살 , 이름(우주),2017-09-10,서울특별시 노원구 노원구 상계3.4동 인근 집에서 날라감,부리 맨앞쪽 부분이 살짝 까져있으며 등쪽부분은 초록색이다.배 부분은 전제적으로 노란색에다가 가운데부분은 빨간색이다.머리 앞쪽부분은 쌀짝 빨간색 깃털이 자라있고 꼬리는 빨간색이다. 사람을 잘따르지 않으며 자신의 이름인 우주를 부르면 반응을 한다.윙컷을 하지않아 잘 날아 다닌다.,http://www.angel.or.kr/report/other/upImg/1505415761_1420573601.jpg
